Brand,Age,Income,Gender,Category,Quantity,Price,Cost,Revenue,Profit,ProfitMargin,Review,Cluster,ReviewCluster
IKEA,34,Low,Female,Furniture,4,251.19383443938005,114.22739862348111,1004.7753377575202,547.8657432635957,54.52619333654572,Great quality and affordable,1,0
Matalan,26,High,Female,Home Decor,1,105.55440041492174,45.16543704242947,105.55440041492174,60.38896337249228,57.21122296665082,Good value for money,3,2
IKEA,50,Low,Female,Home Decor,9,329.5256003220088,249.57013200209977,2965.7304028980793,719.5992148791815,24.26381083648052,Average quality nothing special,2,0
IKEA,37,Low,Female,Furniture,5,392.6504846291843,217.97351941283208,1963.2524231459215,873.384826081761,44.48662921715623,Poor quality and expensive,1,0
IKEA,30,High,Female,Home Decor,2,397.8171350358643,204.93624152023665,795.6342700717286,385.76178703125527,48.48481287721277,Great quality and affordable,1,0
Matalan,45,High,Male,Clothing,8,305.21021704469297,210.55796723976817,2441.6817363575437,757.2179984393983,31.01214982952702,Great quality and affordable,2,0
IKEA,65,High,Female,Kitchen,2,260.7029054343169,191.50355264530523,521.4058108686338,138.39870557802334,26.543376136805723,Average quality nothing special,1,0
IKEA,46,High,Male,Kitchen,3,39.8935000726435,29.720491946599054,119.6805002179305,30.519024378133338,25.50041512406796,Amazing product highly recommend,0,0
IKEA,30,Medium,Female,Kitchen,1,151.03733643728688,79.50588118185547,151.03733643728688,71.53145525543141,47.3601143549909,Bad experience will not buy again,1,1
Matalan,63,Medium,Male,Clothing,2,55.70300892130325,41.26952134050211,111.4060178426065,28.866975161602284,25.91150435193304,Great quality and affordable,3,0
IKEA,52,Low,Female,Home Decor,7,482.2733488304521,200.80587970588283,3375.913441813165,1970.272283871985,58.36264222502619,Excellent design and comfort,2,0
IKEA,23,Medium,Male,Home Decor,2,76.18927165062274,31.98917780560894,152.3785433012455,88.40018769002761,58.01354034161125,Excellent design and comfort,0,0
IKEA,35,Low,Female,Furniture,6,84.36995082704,54.79049386543959,506.21970496224003,177.47674176960248,35.05923219303382,Bad experience will not buy again,1,1
IKEA,68,Low,Male,Home Decor,3,445.8925429819412,189.61248095409164,1337.6776289458235,768.8401860835486,57.47574523537815,Excellent design and comfort,0,0
Matalan,22,Medium,Male,Furniture,4,472.52485890346435,250.36430418099974,1890.0994356138574,888.6422188898584,47.015633259593535,Average quality nothing special,0,0
IKEA,64,Medium,Male,Clothing,8,385.2562292251058,257.7758654700852,3082.0498338008465,1019.842910040165,33.08976055012303,Amazing product highly recommend,2,0
Matalan,42,Low,Male,Kitchen,3,12.648412599608235,6.765721382836509,37.94523779882471,17.64807365031518,46.50932415783095,Poor quality and expensive,0,0
Matalan,19,Low,Male,Kitchen,6,10.659672768716213,5.029659067280235,63.95803661229728,33.780082208615866,52.81600874239616,Not worth the money,0,2
Matalan,27,Medium,Male,Kitchen,1,195.2693771958509,100.08341515956637,195.2693771958509,95.18596203628452,48.74597512584633,Great quality and affordable,0,0
IKEA,47,Low,Female,Home Decor,7,80.26373130533734,46.79617393001458,561.8461191373614,234.27290162725927,41.696986709982724,Not worth the money,1,2
Matalan,67,High,Male,Furniture,8,19.00920965428267,11.218367618166214,152.07367723426137,62.326736288931656,40.984565785780696,Poor quality and expensive,3,0
IKEA,62,Medium,Female,Furniture,8,237.39267780820728,169.30847978086615,1899.1414224656583,544.673584218729,28.679990746111915,Poor quality and expensive,2,0
Matalan,22,Medium,Female,Clothing,3,472.10032972941605,330.49916667664775,1416.3009891882482,424.80348915830496,29.993870822739506,Average quality nothing special,1,0
Matalan,50,Medium,Female,Home Decor,1,168.6715917021914,98.28951116583012,168.6715917021914,70.38208053636127,41.727287817754586,Amazing product highly recommend,1,0
Matalan,18,High,Female,Clothing,9,333.9589324300613,246.5508390104188,3005.6303918705516,786.6728407767823,26.173306036049134,Excellent design and comfort,2,0
Matalan,35,Low,Female,Furniture,6,329.59532303489596,146.8989398526037,1977.5719382093757,1096.1782990937536,55.43051445634417,Excellent design and comfort,2,0
Matalan,49,Medium,Male,Furniture,9,133.0292507959322,66.7994862660457,1197.2632571633899,596.0678807689785,49.78586599084394,Average quality nothing special,3,0
Matalan,64,Medium,Male,Kitchen,7,328.7083719236935,240.34846689306244,2300.9586034658546,618.5193352144174,26.88094145990993,Poor quality and expensive,2,0
Matalan,66,Low,Male,Home Decor,1,114.04364740057672,62.86058650447109,114.04364740057672,51.18306089610563,44.88023845495387,Amazing product highly recommend,0,0
Matalan,28,High,Female,Furniture,1,69.78363265267564,55.301618446849915,69.78363265267564,14.48201420582572,20.75273764824631,Amazing product highly recommend,1,0
IKEA,38,High,Male,Kitchen,6,353.67780992424815,207.43249976200275,2122.066859545489,877.4718609734725,41.349868738886585,Bad experience will not buy again,2,1
IKEA,43,Medium,Male,Home Decor,5,65.5860003809192,47.010356180113654,327.930001904596,92.87822100402772,28.322575081449425,Good value for money,0,2
Matalan,42,High,Male,Clothing,9,498.4855171087841,279.61190026751234,4486.369653979057,1969.8625515714461,43.907718344705124,Great quality and affordable,2,0
Matalan,39,High,Male,Home Decor,2,99.89167656361236,56.93639841774622,199.78335312722473,85.91055629173229,43.001859237502785,Average quality nothing special,3,0
Matalan,44,Medium,Male,Home Decor,8,301.12951275066416,166.57077133311645,2409.0361020053133,1076.4699313403817,44.68467410863266,Good value for money,2,2
IKEA,66,High,Female,Furniture,5,211.5735399921688,145.48436581828267,1057.867699960844,330.4458708694307,31.236975179567523,Average quality nothing special,1,0
Matalan,30,Medium,Male,Furniture,2,71.92934697877688,44.524780335365584,143.85869395755375,54.809133286822586,38.09928463760022,Excellent design and comfort,0,0
IKEA,50,Medium,Female,Home Decor,6,23.643514712932564,18.383098549925723,141.8610882775954,31.562496978041054,22.248875545265236,Poor quality and expensive,1,0
IKEA,51,Medium,Female,Furniture,8,315.1388183234883,157.6816384819408,2521.1105465879064,1259.65743873238,49.96438733863581,Average quality nothing special,2,0
IKEA,58,High,Female,Furniture,4,405.31120625667177,178.42816340075163,1621.244825026687,907.5321714236806,55.977490716662224,Average quality nothing special,1,0
IKEA,52,Low,Female,Furniture,2,422.5876741383046,235.510052181823,845.1753482766092,374.15524391296316,44.26954059603139,Bad experience will not buy again,1,1
IKEA,18,High,Female,Kitchen,5,246.52960180769787,159.42701602144191,1232.6480090384894,435.5129289312798,35.33149169412896,Not worth the money,1,2
Matalan,38,High,Male,Kitchen,2,390.95317891936895,290.994103886758,781.9063578387379,199.91815006522188,25.568042523380203,Excellent design and comfort,3,0
Matalan,65,Low,Male,Home Decor,2,339.6950954093869,182.91859194427744,679.3901908187738,313.55300693021894,46.152124532786885,Great quality and affordable,0,0
Matalan,23,High,Male,Furniture,6,364.88471847457527,241.37660524041266,2189.3083108474516,741.0486794049757,33.84852995502154,Amazing product highly recommend,2,0
Matalan,45,Low,Female,Kitchen,9,251.3735125586889,135.76167404036616,2262.3616130282003,1040.5065466649048,45.992052759071235,Poor quality and expensive,2,0
Matalan,34,Low,Male,Home Decor,4,320.37175271864226,207.24458893393853,1281.487010874569,452.5086551388149,35.31121668022167,Excellent design and comfort,0,0
IKEA,22,Medium,Male,Furniture,6,404.70769765226794,305.11851390378905,2428.2461859136074,597.5351024908732,24.607682118773948,Not worth the money,2,2
Matalan,48,Low,Female,Clothing,7,204.9632460229413,100.95322374905768,1434.742722160589,728.0701559171852,50.74569430962364,Average quality nothing special,1,0
Matalan,22,High,Female,Furniture,6,404.929661425116,227.44763707898093,2429.577968550696,1064.8921460768104,43.830334315718424,Great quality and affordable,2,0
IKEA,55,High,Female,Furniture,8,300.0882529666408,239.2621881983243,2400.7060237331266,486.6085181465321,20.26939214281014,Average quality nothing special,2,0
Matalan,20,Medium,Female,Kitchen,4,91.29150194168525,68.23335102903411,365.166007766741,92.23260365060457,25.257718870021566,Great quality and affordable,1,0
IKEA,40,Low,Male,Home Decor,1,22.09523704004646,13.828435417008476,22.09523704004646,8.266801623037983,37.414405684151916,Bad experience will not buy again,0,1
Matalan,54,Low,Female,Home Decor,7,187.74926419558452,113.8982857717446,1314.2448493690915,516.9568489668793,39.33489632582897,Average quality nothing special,1,0
IKEA,54,Medium,Female,Kitchen,3,277.88120086520655,142.78651874669129,833.6436025956197,405.2840463555458,48.61598470781276,Excellent design and comfort,1,0
Matalan,27,High,Male,Furniture,6,421.5119725797093,255.80877547345258,2529.0718354782557,994.2191826375401,39.31162289225881,Not worth the money,2,2
Matalan,27,Medium,Male,Clothing,2,72.46798326872063,53.5735943579641,144.93596653744126,37.788777821513065,26.07274006880211,Great quality and affordable,0,0
IKEA,36,Low,Female,Furniture,9,402.1011103649538,271.0442171790865,3618.9099932845843,1179.5120386728058,32.59301946888877,Poor quality and expensive,2,0
IKEA,34,Medium,Male,Furniture,1,432.8744325729412,223.3708306766629,432.8744325729412,209.5036018962783,48.39823887288054,Great quality and affordable,0,0
IKEA,38,Medium,Female,Clothing,6,83.83686863040856,40.29078916541624,503.02121178245136,261.2764767899539,51.94144315785868,Not worth the money,1,2
IKEA,31,High,Female,Kitchen,6,427.2812164590673,216.2399371049608,2563.687298754404,1266.247676124639,49.39165852012683,Amazing product highly recommend,2,0
IKEA,26,Low,Male,Home Decor,5,495.8122482429681,231.99237581819048,2479.0612412148407,1319.0993621238883,53.20963194428695,Amazing product highly recommend,0,0
IKEA,63,High,Male,Kitchen,5,366.1510272136364,160.46798652245886,1830.7551360681819,1028.4152034558874,56.17437215905136,Bad experience will not buy again,3,1
IKEA,18,Medium,Female,Kitchen,1,394.5371440942441,223.96077333807978,394.5371440942441,170.57637075616435,43.2345530223178,Excellent design and comfort,1,0
IKEA,68,High,Female,Furniture,5,497.263481103848,221.4412947178478,2486.31740551924,1379.1109319300008,55.46801582406928,Not worth the money,2,2
Matalan,62,Low,Female,Home Decor,2,306.6858127577132,143.76358209900303,613.3716255154264,325.8444613174204,53.12349769091582,Bad experience will not buy again,1,1
Matalan,30,Medium,Male,Home Decor,7,160.8643271879622,99.56373771503897,1126.0502903157353,429.10412631046256,38.107012626420556,Good value for money,0,2
IKEA,21,High,Female,Kitchen,3,420.3901086972673,195.8344061037291,1261.1703260918018,673.6671077806145,53.41602905201701,Great quality and affordable,1,0
Matalan,18,Low,Female,Clothing,4,311.0980309806993,132.3883603391833,1244.3921239227973,714.8386825660641,57.44480930276388,Good value for money,1,2
Matalan,66,High,Female,Kitchen,3,294.7857576232687,155.33898809596673,884.3572728698061,418.34030858190596,47.304445998884596,Great quality and affordable,3,0
